country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon,cluster,point_type,severity,hotspot_rank
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,36.2438,-93.1198,-1,noise,NOISE,-1.0
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,40.7431,-74.1531,40,core,LOW,169.0
Italy,Aprilia,90,Moderate,1,Good,46,Good,0,Good,90,Moderate,41.5833,12.65,5,core,LOW,61.0
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,33.797,-116.9916,42,core,LOW,130.0
Italy,Corigliano Calabro,89,Moderate,1,Good,44,Good,1,Good,89,Moderate,39.6,16.5167,5,core,LOW,61.0
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,9.8311,-75.1219,9,core,LOW,17.0
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,14.6667,-89.5,43,core,LOW,97.0
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,16.0725,120.4411,0,core,LOW,83.0
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,12.5683,123.7336,0,core,LOW,83.0
Ukraine,Korostyshiv,89,Moderate,1,Good,39,Good,0,Good,89,Moderate,50.3186,29.0592,44,core,LOW,88.0
Ghana,Swedru,89,Moderate,1,Good,19,Good,0,Good,89,Moderate,5.5306,-0.7028,45,core,LOW,65.0
Italy,Melzo,89,Moderate,1,Good,63,Moderate,0,Good,89,Moderate,45.5,9.4167,5,core,LOW,61.0
Italy,Seriate,89,Moderate,1,Good,50,Good,0,Good,89,Moderate,45.6847,9.7178,5,core,LOW,61.0
Mali,Banamba,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,13.55,-7.45,-1,noise,NOISE,-1.0
Sri Lanka,Moratuwa,89,Moderate,1,Good,20,Good,3,Good,89,Moderate,6.7991,79.8767,-1,noise,NOISE,-1.0
Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate,6.6333,125.35,3,core,LOW,113.0
Mali,Bougouni,89,Moderate,1,Good,16,Good,0,Good,89,Moderate,11.4167,-7.4833,-1,noise,NOISE,-1.0
Armenia,Yeghvard,89,Moderate,1,Good,40,Good,0,Good,89,Moderate,40.3217,44.4814,19,core,LOW,142.0
Italy,Carugate,89,Moderate,1,Good,64,Moderate,0,Good,89,Moderate,45.55,9.3333,5,core,LOW,61.0
Italy,Bergamo,89,Moderate,1,Good,50,Good,0,Good,89,Moderate,45.695,9.67,5,core,LOW,61.0
Italy,Agrate Brianza,89,Moderate,1,Good,64,Moderate,0,Good,89,Moderate,45.5833,9.35,5,core,LOW,61.0
Malaysia,Banting,89,Moderate,1,Good,36,Good,1,Good,89,Moderate,5.7167,120.9,46,core,LOW,73.0
United States of America,Mission Bend,89,Moderate,1,Good,18,Good,4,Good,89,Moderate,29.6948,-95.6658,11,core,LOW,98.0
Philippines,Tayug,89,Moderate,1,Good,29,Good,1,Good,89,Moderate,16.0267,120.7478,0,core,LOW,83.0
Eritrea,Asmara,88,Moderate,1,Good,29,Good,0,Good,88,Moderate,15.3228,38.925,-1,noise,NOISE,-1.0
Greece,Panorama,88,Moderate,1,Good,44,Good,0,Good,88,Moderate,-21.3564,-51.86,47,core,LOW,267.0
Czechia,Opava,88,Moderate,1,Good,41,Good,1,Good,88,Moderate,49.9381,17.9044,1,core,LOW,146.0
Italy,Mirano,88,Moderate,1,Good,65,Moderate,0,Good,88,Moderate,45.5,12.1,5,core,LOW,61.0
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,18.2428,-70.4192,8,core,LOW,9.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,15.6167,-92.2333,-1,noise,NOISE,-1.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-22.1167,-56.5167,-1,noise,NOISE,-1.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-27.0333,-65.3,-1,noise,NOISE,-1.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-28.4667,-59.05,48,core,LOW,36.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,36.4667,-94.2707,49,core,LOW,32.0
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-34.5333,-58.6667,50,core,LOW,177.0
Italy,Celano,88,Moderate,1,Good,37,Good,2,Good,88,Moderate,42.0864,13.5575,5,core,LOW,61.0
Trinidad and Tobago,Princes Town,88,Moderate,1,Good,21,Good,3,Good,88,Moderate,10.2667,-61.3833,36,core,LOW,30.0
Ukraine,Burshtyn,88,Moderate,1,Good,38,Good,1,Good,88,Moderate,49.26,24.635,16,core,LOW,37.0
Turkey,Nazilli,88,Moderate,1,Good,45,Good,0,Good,88,Moderate,37.9125,28.3206,38,border,LOW,43.0
United States of America,Bentonville,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,36.3547,-94.2305,49,core,LOW,32.0
Turkey,Nusaybin,88,Moderate,1,Good,34,Good,3,Good,88,Moderate,37.075,41.2153,51,core,LOW,18.0
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,23.0511,-81.5753,4,core,LOW,40.0
Italy,Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,45.4674,7.8748,5,core,LOW,61.0
Serbia,Kovin,87,Moderate,1,Good,41,Good,3,Good,87,Moderate,44.75,20.9667,1,core,LOW,146.0
Russian Federation,Baymak,87,Moderate,1,Good,36,Good,0,Good,87,Moderate,52.5833,58.3167,-1,noise,NOISE,-1.0
Colombia,Malambo,87,Moderate,1,Good,28,Good,1,Good,87,Moderate,10.85,-74.75,9,core,LOW,17.0
Turkey,Fethiye,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,36.6514,29.1231,-1,noise,NOISE,-1.0
United States of America,Parsons,87,Moderate,1,Good,27,Good,3,Good,87,Moderate,37.3405,-95.2958,49,core,LOW,32.0
Cuba,Contramaestre,87,Moderate,1,Good,38,Good,0,Good,87,Moderate,20.3,-76.2506,17,core,LOW,26.0
Serbia,Zrenjanin,87,Moderate,1,Good,40,Good,3,Good,87,Moderate,45.3833,20.3894,1,core,LOW,146.0
Poland,Puck,87,Moderate,1,Good,24,Good,3,Good,87,Moderate,54.7,18.4,32,core,LOW,250.0
Italy,Cadoneghe,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.45,11.9333,5,core,LOW,61.0
Switzerland,Binningen,87,Moderate,1,Good,25,Good,3,Good,87,Moderate,47.5333,7.5667,1,core,LOW,146.0
Venezuela (Bolivarian Republic of),Cabimas,87,Moderate,1,Good,20,Good,4,Good,87,Moderate,10.4,-71.4333,-1,noise,NOISE,-1.0
Switzerland,Bellinzona,87,Moderate,1,Good,41,Good,0,Good,87,Moderate,46.1954,9.0297,5,core,LOW,61.0
India,Lala,87,Moderate,1,Good,36,Good,0,Good,87,Moderate,7.9667,123.75,3,core,LOW,113.0
Cuba,Rodas,87,Moderate,1,Good,18,Good,3,Good,87,Moderate,22.3428,-80.5553,4,core,LOW,40.0
Italy,Selvazzano Dentro,87,Moderate,1,Good,61,Moderate,0,Good,87,Moderate,45.3833,11.7833,5,core,LOW,61.0
Philippines,Davao,87,Moderate,1,Good,17,Good,1,Good,87,Moderate,7.0667,125.6,3,core,LOW,113.0
Serbia,Kikinda,87,Moderate,1,Good,40,Good,2,Good,87,Moderate,45.8333,20.45,1,core,LOW,146.0
Italy,Monselice,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.2333,11.75,5,core,LOW,61.0
Iran (Islamic Republic of),Qorveh,87,Moderate,1,Good,59,Moderate,0,Good,87,Moderate,35.1664,47.8044,-1,noise,NOISE,-1.0
Niger,Ayorou,87,Moderate,1,Good,20,Good,1,Good,87,Moderate,14.735,0.92,-1,noise,NOISE,-1.0
Poland,Poniatowa,87,Moderate,1,Good,35,Good,2,Good,87,Moderate,51.1833,22.0667,1,core,LOW,146.0
Iran (Islamic Republic of),Khomeyn,87,Moderate,1,Good,51,Moderate,0,Good,87,Moderate,33.6422,50.0789,-1,noise,NOISE,-1.0
Cuba,Los Arabos,87,Moderate,1,Good,20,Good,1,Good,87,Moderate,22.74,-80.7161,4,core,LOW,40.0
Italy,Umbertide,87,Moderate,1,Good,37,Good,3,Good,87,Moderate,43.3,12.3333,5,core,LOW,61.0
Italy,Vigonza,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.45,11.9833,5,core,LOW,61.0
Italy,Adria,87,Moderate,1,Good,65,Moderate,0,Good,87,Moderate,45.05,12.05,5,core,LOW,61.0
Tajikistan,Moskovskiy,87,Moderate,1,Good,45,Good,0,Good,87,Moderate,55.6,37.35,7,core,LOW,240.0
Malaysia,Kuantan,86,Moderate,1,Good,38,Good,0,Good,86,Moderate,3.8167,103.3333,-1,noise,NOISE,-1.0
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.8769,-74.9724,40,core,LOW,169.0
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.2909,-84.476,20,core,LOW,164.0
United States of America,Slidell,86,Moderate,1,Good,25,Good,4,Good,86,Moderate,30.2887,-89.7828,52,core,LOW,56.0
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,36.1901,-94.1574,49,core,LOW,32.0
Italy,Caravaggio,86,Moderate,1,Good,58,Moderate,0,Good,86,Moderate,45.4978,9.6431,5,core,LOW,61.0
Nicaragua,El Viejo,86,Moderate,1,Good,18,Good,3,Good,86,Moderate,12.6631,-87.1694,53,core,LOW,217.0
Venezuela (Bolivarian Republic of),Turmero,86,Moderate,1,Good,39,Good,2,Good,86,Moderate,10.2283,-67.4753,54,core,LOW,103.0
Iran (Islamic Republic of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate,38.4331,45.7686,-1,noise,NOISE,-1.0
Cuba,Cumanayagua,86,Moderate,1,Good,21,Good,2,Good,86,Moderate,22.1522,-80.2011,4,core,LOW,40.0
Italy,San Giuliano Milanese,86,Moderate,1,Good,65,Moderate,0,Good,86,Moderate,45.4,9.2833,5,core,LOW,61.0
Italy,Corleone,86,Moderate,1,Good,46,Good,0,Good,86,Moderate,37.8167,13.3,5,core,LOW,61.0
Italy,Camposampiero,86,Moderate,1,Good,60,Moderate,0,Good,86,Moderate,45.5667,11.9333,5,core,LOW,61.0
Serbia,Pristina,86,Moderate,1,Good,47,Good,0,Good,86,Moderate,42.6633,21.1622,1,core,LOW,146.0
Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate,19.5786,-88.0453,-1,noise,NOISE,-1.0
Hungary,Dabas,86,Moderate,1,Good,37,Good,3,Good,86,Moderate,47.189,19.3126,1,core,LOW,146.0
Italy,Rivarolo Canavese,86,Moderate,1,Good,40,Good,2,Good,86,Moderate,45.3312,7.7171,5,core,LOW,61.0
Italy,Vigodarzere,86,Moderate,1,Good,62,Moderate,0,Good,86,Moderate,45.45,11.8833,5,core,LOW,61.0
Turkey,Manisa,86,Moderate,1,Good,48,Good,1,Good,86,Moderate,38.6306,27.4222,38,core,LOW,43.0
Republic of North Macedonia,Lipkovo,86,Moderate,1,Good,47,Good,0,Good,86,Moderate,42.1553,21.5875,1,core,LOW,146.0
Bulgaria,Botevgrad,86,Moderate,1,Good,46,Good,1,Good,86,Moderate,42.9073,23.7937,1,core,LOW,146.0
Ethiopia,Giyon,86,Moderate,1,Good,24,Good,0,Good,86,Moderate,8.5333,37.9667,-1,noise,NOISE,-1.0
Italy,Paullo,85,Moderate,1,Good,64,Moderate,0,Good,85,Moderate,45.4167,9.4,5,core,LOW,61.0
Venezuela (Bolivarian Republic of),Moron,85,Moderate,1,Good,43,Good,0,Good,85,Moderate,18.56,-74.2579,-1,noise,NOISE,-1.0
United States of America,Junction City,85,Moderate,1,Good,28,Good,4,Good,85,Moderate,39.0277,-96.8508,-1,noise,NOISE,-1.0
Italy,Vedelago,85,Moderate,1,Good,58,Moderate,0,Good,85,Moderate,45.6833,12.0167,5,core,LOW,61.0
United States of America,Brent,85,Moderate,1,Good,14,Good,11,Good,85,Moderate,30.4727,-87.2495,52,core,LOW,56.0
United States of America,Natchez,85,Moderate,1,Good,17,Good,3,Good,85,Moderate,31.5437,-91.3867,-1,noise,NOISE,-1.0
Jordan,Irbid,85,Moderate,1,Good,46,Good,3,Good,85,Moderate,32.55,35.85,34,border,LOW,8.0
Slovenia,Celje,85,Moderate,1,Good,41,Good,3,Good,85,Moderate,46.2358,15.2675,1,core,LOW,146.0
Italy,Borgaro Torinese,85,Moderate,1,Good,40,Good,2,Good,85,Moderate,45.15,7.65,5,core,LOW,61.0
Italy,Guastalla,85,Moderate,1,Good,27,Good,6,Good,85,Moderate,44.9167,10.6667,5,core,LOW,61.0
Ukraine,Vyshneve,85,Moderate,1,Good,39,Good,1,Good,85,Moderate,50.3869,30.3581,44,core,LOW,88.0
Israel,Lod,85,Moderate,1,Good,53,Moderate,4,Good,85,Moderate,31.9519,34.8881,34,core,LOW,8.0
India,Avanigadda,85,Moderate,1,Good,29,Good,1,Good,85,Moderate,16.0197,80.92,35,core,LOW,14.0
Democratic Republic of the Congo,Kampene,85,Moderate,1,Good,18,Good,0,Good,85,Moderate,-3.5968,26.6658,-1,noise,NOISE,-1.0
Poland,Jaworzno,85,Moderate,1,Good,41,Good,2,Good,85,Moderate,50.2044,19.27,1,core,LOW,146.0
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,41.5714,-75.5048,40,core,LOW,169.0
Italy,Bovolone,84,Moderate,1,Good,59,Moderate,0,Good,84,Moderate,45.25,11.1333,5,core,LOW,61.0
Philippines,Manaoag,84,Moderate,1,Good,26,Good,1,Good,84,Moderate,16.0439,120.4856,0,core,LOW,83.0
Ghana,Suhum,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0333,-0.45,45,core,LOW,65.0
United States of America,Chalmette,84,Moderate,1,Good,26,Good,4,Good,84,Moderate,29.9438,-89.966,52,core,LOW,56.0
China,Kuytun,84,Moderate,1,Good,20,Good,4,Good,84,Moderate,44.4264,84.9032,-1,noise,NOISE,-1.0
Italy,Legnago,84,Moderate,1,Good,62,Moderate,0,Good,84,Moderate,45.1929,11.3115,5,core,LOW,61.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,14.1083,121.3917,0,core,LOW,83.0
Ghana,Kade,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0833,-0.8333,45,core,LOW,65.0
Italy,Collecchio,84,Moderate,1,Good,34,Good,5,Good,84,Moderate,44.75,10.2167,5,core,LOW,61.0
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,39.971,-105.1441,39,core,LOW,74.0
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,38.1663,-85.6485,55,core,LOW,92.0
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,40.837,-81.2643,20,core,LOW,164.0
United States of America,Springboro,84,Moderate,1,Good,41,Good,5,Good,84,Moderate,39.5615,-84.2348,20,core,LOW,164.0
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,37.7221,-89.2237,56,core,LOW,54.0
,Kochi,84,Moderate,1,Good,25,Good,1,Good,84,Moderate,9.97,76.28,57,core,LOW,2.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,12.4667,120.9667,58,core,LOW,87.0
India,Karambakkudi,84,Moderate,1,Good,40,Good,1,Good,84,Moderate,10.4587,79.141,59,core,LOW,62.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.5,121.6,0,core,LOW,83.0
India,Shertallai,84,Moderate,1,Good,24,Good,0,Good,84,Moderate,9.6869,76.3361,57,core,LOW,2.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,15.71,121.1047,0,core,LOW,83.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.8478,121.345,0,core,LOW,83.0
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,49.0514,8.5306,1,core,LOW,146.0
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,47.8092,9.6444,1,core,LOW,146.0
Tajikistan,Farkhor,84,Moderate,1,Good,44,Good,0,Good,84,Moderate,37.5,69.4,-1,noise,NOISE,-1.0
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,8.5272,123.5517,3,core,LOW,113.0
Venezuela (Bolivarian Republic of),Punto Fijo,84,Moderate,1,Good,28,Good,0,Good,84,Moderate,11.7167,-70.1833,-1,noise,NOISE,-1.0
Italy,San Bonifacio,84,Moderate,1,Good,51,Moderate,0,Good,84,Moderate,45.4,11.2833,5,core,LOW,61.0
India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate,10.1167,76.35,57,core,LOW,2.0
Iran (Islamic Republic of),Naqadeh,83,Moderate,1,Good,41,Good,0,Good,83,Moderate,36.9547,45.3881,-1,noise,NOISE,-1.0
Italy,Tavagnacco,83,Moderate,1,Good,38,Good,3,Good,83,Moderate,46.1333,13.2167,5,core,LOW,61.0
Italy,Dueville,83,Moderate,1,Good,48,Good,0,Good,83,Moderate,45.6333,11.55,5,core,LOW,61.0
India,Ongole,83,Moderate,1,Good,33,Good,0,Good,83,Moderate,15.506,80.049,35,core,LOW,14.0
Republic of North Macedonia,Vasilevo,83,Moderate,1,Good,45,Good,0,Good,83,Moderate,41.4758,22.6417,1,core,LOW,146.0
,Salou,83,Moderate,1,Good,29,Good,2,Good,83,Moderate,41.0796,1.1316,60,core,LOW,155.0
Republic of North Macedonia,Brvenica,83,Moderate,1,Good,45,Good,0,Good,83,Moderate,41.9672,20.9808,1,core,LOW,146.0
Canada,Thunder Bay,83,Moderate,1,Good,22,Good,0,Good,83,Moderate,48.3822,-89.2461,-1,noise,NOISE,-1.0
Kazakhstan,Almaty,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,43.2775,76.8958,-1,noise,NOISE,-1.0
Italy,Domodossola,83,Moderate,1,Good,39,Good,0,Good,83,Moderate,46.1161,8.2911,5,core,LOW,61.0
Colombia,Circasia,83,Moderate,1,Good,19,Good,3,Good,83,Moderate,4.6167,-75.6333,61,core,LOW,161.0
Philippines,Bais,83,Moderate,1,Good,14,Good,0,Good,83,Moderate,9.5907,123.1213,3,core,LOW,113.0
Italy,Sona,83,Moderate,1,Good,51,Moderate,0,Good,83,Moderate,45.4333,10.8333,5,core,LOW,61.0
Italy,Montebelluna,83,Moderate,1,Good,54,Moderate,0,Good,83,Moderate,45.7753,12.0389,5,core,LOW,61.0
Italy,Pescantina,83,Moderate,1,Good,49,Good,0,Good,83,Moderate,45.4833,10.8667,5,core,LOW,61.0
Italy,Castelvetrano,83,Moderate,1,Good,46,Good,0,Good,83,Moderate,37.6833,12.7931,5,core,LOW,61.0
Colombia,Algarrobo,83,Moderate,1,Good,27,Good,0,Good,83,Moderate,10.1,-74.2667,9,border,LOW,17.0
United States of America,Hallandale Beach,83,Moderate,1,Good,11,Good,12,Good,83,Moderate,25.9854,-80.1423,62,core,LOW,123.0
Italy,Bussolengo,83,Moderate,1,Good,49,Good,0,Good,83,Moderate,45.4667,10.85,5,core,LOW,61.0
Canada,Amherstburg,83,Moderate,1,Good,42,Good,8,Good,83,Moderate,42.1,-83.0833,20,core,LOW,164.0
Colombia,Algarrobo,83,Moderate,1,Good,27,Good,0,Good,83,Moderate,-33.3911,-71.6928,63,core,LOW,95.0
Bulgaria,Kostinbrod,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,42.8167,23.2167,1,core,LOW,146.0
Poland,Starachowice,82,Moderate,1,Good,35,Good,1,Good,82,Moderate,51.05,21.0667,1,core,LOW,146.0
Poland,Strzegom,82,Moderate,1,Good,38,Good,1,Good,82,Moderate,50.9611,16.3444,1,core,LOW,146.0
Bulgaria,Novi Iskar,82,Moderate,1,Good,46,Good,1,Good,82,Moderate,42.8,23.35,1,core,LOW,146.0
Italy,Montale,82,Moderate,1,Good,39,Good,3,Good,82,Moderate,43.9333,11.0167,5,core,LOW,61.0
Italy,Occhiobello,82,Moderate,1,Good,45,Good,2,Good,82,Moderate,44.9216,11.5812,5,core,LOW,61.0
Italy,Carmagnola,82,Moderate,1,Good,38,Good,3,Good,82,Moderate,44.85,7.7167,5,core,LOW,61.0
Italy,Chiampo,82,Moderate,1,Good,47,Good,0,Good,82,Moderate,45.55,11.2833,5,core,LOW,61.0
Ethiopia,Himora,82,Moderate,1,Good,28,Good,0,Good,82,Moderate,14.2861,36.6097,-1,noise,NOISE,-1.0
Colombia,Fonseca,82,Moderate,1,Good,9,Good,2,Good,82,Moderate,10.8333,-72.8333,64,core,LOW,16.0
United States of America,Fort Pierce,82,Moderate,1,Good,23,Good,7,Good,82,Moderate,27.4255,-80.3431,62,core,LOW,123.0
United States of America,Hobbs,82,Moderate,1,Good,33,Good,0,Good,82,Moderate,32.7281,-103.16,-1,noise,NOISE,-1.0
Cuba,Jovellanos,82,Moderate,1,Good,19,Good,1,Good,82,Moderate,22.8106,-81.1981,4,core,LOW,40.0
Italy,Mantova,82,Moderate,1,Good,64,Moderate,0,Good,82,Moderate,45.1564,10.7911,5,core,LOW,61.0
Czechia,Pardubice,82,Moderate,1,Good,43,Good,1,Good,82,Moderate,50.0386,15.7792,1,core,LOW,146.0
Azerbaijan,Pushkino,82,Moderate,1,Good,46,Good,0,Good,82,Moderate,56.0167,37.8333,7,core,LOW,240.0
Italy,Rovato,82,Moderate,1,Good,49,Good,0,Good,82,Moderate,45.567,9.9986,5,core,LOW,61.0
India,Chidambaram,82,Moderate,1,Good,41,Good,1,Good,82,Moderate,11.407,79.6912,33,core,LOW,46.0
Czechia,Chrudim,82,Moderate,1,Good,43,Good,1,Good,82,Moderate,49.9511,15.7956,1,core,LOW,146.0
Slovenia,Izola,82,Moderate,1,Good,50,Good,0,Good,82,Moderate,45.5344,13.6675,5,core,LOW,61.0
Italy,Goito,82,Moderate,1,Good,61,Moderate,0,Good,82,Moderate,45.25,10.6667,5,core,LOW,61.0
Slovakia,Myjava,82,Moderate,1,Good,37,Good,2,Good,82,Moderate,48.7492,17.5644,1,core,LOW,146.0
Germany,Bischofswerda,82,Moderate,1,Good,35,Good,2,Good,82,Moderate,51.1275,14.1797,1,core,LOW,146.0
Mexico,Tecamachalco,82,Moderate,1,Good,30,Good,1,Good,82,Moderate,18.8667,-97.7167,248,border,LOW,41.0
Ukraine,Pohrebyshche,82,Moderate,1,Good,36,Good,1,Good,82,Moderate,49.4869,29.2733,44,core,LOW,88.0
Italy,Lonate Pozzolo,82,Moderate,1,Good,42,Good,2,Good,82,Moderate,45.6,8.75,5,core,LOW,61.0
Slovakia,Senec,82,Moderate,1,Good,35,Good,2,Good,82,Moderate,48.2189,17.3997,1,core,LOW,146.0
Slovenia,Velenje,82,Moderate,1,Good,32,Good,3,Good,82,Moderate,46.3625,15.1144,1,core,LOW,146.0
Mexico,Juan Aldama,81,Moderate,1,Good,29,Good,0,Good,81,Moderate,24.291,-103.394,-1,noise,NOISE,-1.0
Cuba,Jaruco,81,Moderate,1,Good,25,Good,2,Good,81,Moderate,23.0428,-82.0094,4,core,LOW,40.0
Yemen,Aden,81,Moderate,1,Good,41,Good,0,Good,81,Moderate,12.8,45.0333,-1,noise,NOISE,-1.0
Azerbaijan,Qobustan,81,Moderate,1,Good,48,Good,0,Good,81,Moderate,40.0842,49.4158,30,core,LOW,3.0
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,37.8919,-122.1189,10,core,LOW,162.0
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,39.9946,-105.0998,39,core,LOW,74.0
United States of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate,34.6175,-98.4202,31,border,LOW,58.0
Azerbaijan,Qobustan,81,Moderate,1,Good,48,Good,0,Good,81,Moderate,40.5367,48.9328,-1,noise,NOISE,-1.0
,Bagheria,81,Moderate,1,Good,46,Good,0,Good,81,Moderate,38.0833,13.5,5,core,LOW,61.0
Poland,Brzeg,81,Moderate,1,Good,42,Good,1,Good,81,Moderate,50.8667,17.4833,1,core,LOW,146.0
Italy,Susegana,81,Moderate,1,Good,53,Moderate,0,Good,81,Moderate,45.85,12.25,5,core,LOW,61.0
Republic of North Macedonia,Gevgelija,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,41.1392,22.5025,1,core,LOW,146.0
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,30.2082,-92.0325,65,core,LOW,76.0
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,40.3991,-86.8593,66,core,LOW,135.0
Ukraine,Borodyanka,81,Moderate,1,Good,37,Good,1,Good,81,Moderate,50.6474,29.9258,44,core,LOW,88.0
Trinidad and Tobago,Arouca,81,Moderate,1,Good,21,Good,4,Good,81,Moderate,40.9338,-8.2449,67,core,LOW,323.0
United States of America,Surprise,81,Moderate,1,Good,24,Good,7,Good,81,Moderate,33.6815,-112.4515,68,core,LOW,50.0
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,41.4411,27.9216,151,border,LOW,55.0
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,40.5322,49.7164,30,core,LOW,3.0
Burkina Faso,Ouahigouya,81,Moderate,1,Good,35,Good,0,Good,81,Moderate,13.5833,-2.4167,131,border,LOW,7.0
Slovenia,Koper,81,Moderate,1,Good,49,Good,0,Good,81,Moderate,45.55,13.7333,5,core,LOW,61.0
Czechia,Prague,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,50.0875,14.4214,1,core,LOW,146.0
Colombia,Maicao,81,Moderate,1,Good,22,Good,1,Good,81,Moderate,11.3778,-72.2389,-1,noise,NOISE,-1.0
Italy,Taormina,81,Moderate,1,Good,44,Good,0,Good,81,Moderate,37.8518,15.2857,5,core,LOW,61.0
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,18.4661,121.3425,0,core,LOW,83.0
United States of America,Catalina Foothills,81,Moderate,1,Good,20,Good,6,Good,81,Moderate,32.3046,-110.8838,68,core,LOW,50.0
Mexico,Reforma,81,Moderate,1,Good,23,Good,0,Good,81,Moderate,17.8658,-93.1472,201,border,LOW,126.0
India,Chinna Salem,81,Moderate,1,Good,43,Good,2,Good,81,Moderate,11.6342,78.8741,33,border,LOW,46.0
Tajikistan,Dushanbe,81,Moderate,1,Good,40,Good,0,Good,81,Moderate,38.5367,68.78,-1,noise,NOISE,-1.0
Trinidad and Tobago,Arouca,81,Moderate,1,Good,21,Good,4,Good,81,Moderate,10.6333,-61.3333,36,core,LOW,30.0
Hungary,Budapest,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,47.4925,19.0514,1,core,LOW,146.0
Italy,Ciampino,81,Moderate,1,Good,46,Good,2,Good,81,Moderate,41.8,12.6,5,core,LOW,61.0
Mongolia,Erdenet,81,Moderate,1,Good,34,Good,0,Good,81,Moderate,49.0278,104.0444,-1,noise,NOISE,-1.0
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,42.8167,-1.65,159,border,LOW,48.0
